timestamp,open_5m,high_5m,low_5m,close_5m,volume_5m,dxy_open_5m,dxy_high_5m,dxy_low_5m,dxy_close_5m,dxy_volume_5m,rsi_5m,dxy_rsi_5m,rsi_diff_5m,snr_support_5m,snr_resistance_5m,snr_dist_support_5m,snr_dist_resistance_5m,dxy_snr_support_5m,dxy_snr_resistance_5m,dxy_snr_dist_support_5m,dxy_snr_dist_resistance_5m,10_Day_MA_5m,50_Day_MA_5m,ATR_5m,ATR_Pct_5m,BB_Lower_5m,BB_LowerBand_5m,BB_Lower_Diff_5m,BB_Mid_Diff_5m,BB_Middle_5m,BB_MiddleBand_5m,BB_Squeeze_5m,BB_Upper_5m,BB_UpperBand_5m,BB_Upper_Diff_5m,Bar_Dir_5m,Bar_Volume_Down_5m,Bar_Volume_Up_5m,Body_Ratio_5m,Candle_Bear_Score_5m,Candle_Bull_Score_5m,Close_Pos_5m,Cross_EMA12_Above_EMA18_5m,Cross_EMA8_Above_EMA12_5m,Cross_MA25_Above_MA50_5m,Cross_MA50_Above_MA100_5m,Cross_Supertrend_5m,Doji_5m,Down_Distance_5m,Down_Volume_Change_Pct_5m,EMA12_Above_EMA18_5m,EMA8_Above_EMA12_5m,EMA_10_5m,EMA_10_Diff_5m,EMA_10_Minus_EMA8_5m,EMA_12_5m,EMA_12_Diff_5m,EMA_12_Minus_EMA8_5m,EMA_18_5m,EMA_18_Diff_5m,EMA_18_Minus_EMA8_5m,EMA_21_5m,EMA_21_Diff_5m,EMA_21_Minus_EMA8_5m,EMA_24_5m,EMA_24_Diff_5m,EMA_24_Minus_EMA8_5m,EMA_32_5m,EMA_32_Diff_5m,EMA_32_Minus_EMA8_5m,EMA_64_5m,EMA_64_Diff_5m,EMA_64_Minus_EMA8_5m,EMA_8_5m,EMA_8_Diff_5m,FVG_Diff_5m,HA_Flat_Bottom_5m,HA_Flat_Top_5m,HA_Lower_Wick_5m,HA_Reversal_5m,HA_Small_Body_5m,HA_Upper_Wick_5m,High_Close_DD_5m,Historical_Volatility_5m,Historical_Volatility_20_5m,Is_Down_Bar_5m,Is_Up_Bar_5m,Long_MA_5m,Long_MA_100_5m,Long_MA_25_5m,Long_MA_Diff_5m,Long_Period_MA_Diff_5m,Lower_Wick_R_5m,MA_5m,MA25_Above_MA50_5m,MA50_Above_MA100_5m,MACD_5m,MACD_12_26_9_5m,MACD_Histogram_5m,MACD_Signal_5m,MACDh_12_26_9_5m,MACDs_12_26_9_5m,MA_100_5m,MA_100_50_Diff_5m,MA_200_5m,MA_25_5m,MA_50_5m,MeanRev_BB_Stretch_5m,MeanRev_MA_Distance_5m,MeanRev_RSI_Extreme_5m,MeanRev_Score_5m,MeanRev_TF_Deviation_5m,MeanRev_Volatility_Spike_5m,Mom_Delta_10_5m,Mom_Delta_20_5m,Mom_Delta_5_5m,OBV_5m,Open_Low_DD_5m,PSAR_Diff_5m,Parabolic_SAR_5m,Peak_Freshness_5m,PinBar_At_Level_5m,PinBar_Bear_5m,PinBar_Bull_5m,PinBar_Recent_Bear_5m,PinBar_Recent_Bull_5m,PinBar_Score_5m,Pivot_Diff_5m,Pivot_R1_Diff_5m,Pivot_R2_Diff_5m,Pivot_R3_Diff_5m,Pivot_S1_Diff_5m,Pivot_S2_Diff_5m,Pivot_S3_Diff_5m,Pivots_5m,Price_Diff_From_Last_Swing_High_5m,Price_Diff_From_Last_Swing_Low_5m,Price_Long_Long_Period_Diff_5m,Price_Long_Short_Period_Diff_5m,Price_Short_Long_Period_Diff_5m,Price_Short_Period_Diff_5m,Price_Velocity_Bear_5m,Price_Velocity_Bull_5m,Price_Velocity_Net_5m,RSI_14_5m,RSI_7_5m,Regime_Speed_Aligned_5m,Regime_Speed_Bear_5m,Regime_Speed_Bull_5m,Regime_Speed_Divergence_5m,Rel_High_5m,Resist_Trendline_Diff_5m,Resist_Trendline_Value_5m,Ret_20_5m,Ret_5_5m,Reversal_Exhaustion_5m,Reversal_Momentum_Div_5m,Reversal_PinBar_5m,Reversal_Score_5m,Reversal_Structure_Break_5m,Reversal_Velocity_Decay_5m,Reversal_Volume_Clue_5m,SMA_10_5m,SMA_100_5m,SMA_100_Diff_5m,SMA_10_Diff_5m,SMA_20_5m,SMA_20_Diff_5m,SMA_50_5m,SMA_50_Diff_5m,SMC_BOS_BOS_5m,SMC_BOS_BrokenIndex_5m,SMC_BOS_CHOCH_5m,SMC_BOS_Level_5m,SMC_FVG_Bottom_5m,SMC_FVG_Bottom_Diff_5m,SMC_FVG_FVG_5m,SMC_FVG_MitigatedIndex_5m,SMC_FVG_Top_5m,SMC_FVG_Top_Diff_5m,SMC_Liquidity_Level_5m,SMC_Liquidity_Level_Diff_5m,SMC_Liquidity_Liquidity_5m,SMC_OB_Bottom_5m,SMC_OB_Bottom_Diff_5m,SMC_OB_MitigatedIndex_5m,SMC_OB_OB_5m,SMC_OB_OBvolume_5m,SMC_OB_Percentage_5m,SMC_OB_Top_5m,SMC_OB_Top_Diff_5m,SMC_Swing_HighLow_5m,SMC_Swing_Level_5m,SMC_Swing_Level_Diff_5m,SNR_5m,Short_Above_Long_Crossover_5m,Short_MA_5m,Short_MA_10_5m,Short_MA_50_5m,Short_MA_Diff_5m,Short_Period_MA_Diff_5m,Speed_From_Last_Swing_High_5m,Speed_From_Last_Swing_Low_5m,Structural_Range_Position_5m,Structural_Range_Width_5m,Structure_Established_5m,Supertrend_5m,Supertrend_Distance_5m,Supertrend_Lower_5m,Supertrend_Upper_5m,Support_Trendline_Diff_5m,Support_Trendline_Value_5m,Tick_Volume_5m,Time_Diff_From_Last_Swing_High_5m,Time_Diff_From_Last_Swing_Low_5m,Trend_Strength_5m,Up_Distance_5m,Up_Volume_Change_Pct_5m,Upper_Wick_R_5m,VIX_20_5m,VSI_20_5m,Valley_Freshness_5m,Vol_Zscore_5m,Volatility_Bear_5m,Volatility_Bull_5m,Volatility_Expansion_5m,Volatility_Regime_5m,Volume_Change_Pct_5m,day_of_week_5m,hour_5m,minute_5m,r1_5m,r2_5m,r3_5m,s1_5m,s2_5m,s3_5m,session_transition_5m,open_15m,high_15m,low_15m,close_15m,volume_15m,dxy_open_15m,dxy_high_15m,dxy_low_15m,dxy_close_15m,dxy_volume_15m,rsi_15m,dxy_rsi_15m,rsi_diff_15m,snr_support_15m,snr_resistance_15m,snr_dist_support_15m,snr_dist_resistance_15m,dxy_snr_support_15m,dxy_snr_resistance_15m,dxy_snr_dist_support_15m,dxy_snr_dist_resistance_15m,open_1h,high_1h,low_1h,close_1h,volume_1h,dxy_open_1h,dxy_high_1h,dxy_low_1h,dxy_close_1h,dxy_volume_1h,rsi_1h,dxy_rsi_1h,rsi_diff_1h,snr_support_1h,snr_resistance_1h,snr_dist_support_1h,snr_dist_resistance_1h,dxy_snr_support_1h,dxy_snr_resistance_1h,dxy_snr_dist_support_1h,dxy_snr_dist_resistance_1h,open_4h,high_4h,low_4h,close_4h,volume_4h,dxy_open_4h,dxy_high_4h,dxy_low_4h,dxy_close_4h,dxy_volume_4h,rsi_4h,dxy_rsi_4h,rsi_diff_4h,snr_support_4h,snr_resistance_4h,snr_dist_support_4h,snr_dist_resistance_4h,dxy_snr_support_4h,dxy_snr_resistance_4h,dxy_snr_dist_support_4h,dxy_snr_dist_resistance_4h,open_1d,high_1d,low_1d,close_1d,volume_1d,dxy_open_1d,dxy_high_1d,dxy_low_1d,dxy_close_1d,dxy_volume_1d,rsi_1d,dxy_rsi_1d,rsi_diff_1d,snr_support_1d,snr_resistance_1d,snr_dist_support_1d,snr_dist_resistance_1d,dxy_snr_support_1d,dxy_snr_resistance_1d,dxy_snr_dist_support_1d,dxy_snr_dist_resistance_1d,mtf_rsi_asset,mtf_rsi_dxy,mtf_rsi_diff,mtf_snr_confluence,forward_move_1,forward_move_3,forward_move_6,forward_move_12,target_dir_5m,target_dir_15m,target_dir_30m,target_dir_1h
2026-06-03 12:30:00+00:00,408.6,408.6,408.6,408.6,100.0,408.6,408.6,408.6,408.6,100.0,50.0,50.0,0.0,408.6,408.6,0.0,0.0,408.6,408.6,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,411.9,411.98,411.76,411.94,6310.0,413.16022,413.30023,413.08023,413.1202,6310.0,-700.00037,3090.911,-3790.9111,410.192,413.378,4.812586,3.9590952,412.05917,415.0868,2.9212065,5.4143333,411.94,412.14,411.63,411.94,8943.0,418.12555,418.43555,417.92557,418.12555,8943.0,208.3815,-77.28671,285.6682,410.51,417.374,1.2442511,4.728154,416.10876,422.32538,1.7548088,3.654308,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-143.32382,936.816,-1080.1398,2.0,-0.32000000000005,-2.2900000000000205,-0.8300000000000409,-0.0049999999999954525,0,0,0,0
2026-06-03 13:30:00+00:00,408.34,408.72,408.08,408.28,2496.0,408.85364,409.11362,408.47363,408.91364,2496.0,50.0,50.0,0.0,408.08,408.72,0.09797198,0.21553835,408.47363,409.11362,0.21520557,0.097811215,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,408.6,408.6,408.6,408.6,100.0,416.38202,416.38202,416.38202,416.38202,100.0,-50.83799,157.60873,-208.44672,410.14,413.332,0.0,10.0,412.07626,415.10352,10.0,0.0,408.6,408.6,408.6,408.6,100.0,421.33752,421.33752,421.33752,421.33752,100.0,-1424.7316,-1492.6417,67.91016,410.25,417.34,0.0,8.33515,416.11722,422.29578,4.9785066,0.9138666,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-275.19772,-226.24573,-48.951996,3.0,0.020000000000038654,-1.009999999999991,-0.34499999999997044,0.07500000000004547,1,0,0,1
2026-06-03 13:35:00+00:00,408.29,408.45,408.19,408.3,1581.0,408.89774,408.9977,408.73773,408.88773,1581.0,50.0,50.0,0.0,408.19,408.45,0.05388195,0.07347538,408.73773,408.9977,0.07336679,0.05379734,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,408.6,408.6,408.6,408.6,100.0,416.38202,416.38202,416.38202,416.38202,100.0,-50.83799,157.60873,-208.44672,410.14,413.332,0.0,10.0,412.07626,415.10352,10.0,0.0,408.6,408.6,408.6,408.6,100.0,421.33752,421.33752,421.33752,421.33752,100.0,-1424.7316,-1492.6417,67.91016,410.25,417.34,0.0,8.33515,416.11722,422.29578,4.9785066,0.9138666,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-275.19772,-226.24573,-48.951996,3.0,-1.990000000000009,-0.18000000000000682,0.1449999999999818,0.32499999999998863,0,0,1,1
2026-06-03 13:40:00+00:00,407.95,407.95,406.31,406.31,7862.0,409.19226,410.83228,409.19226,410.83228,7862.0,50.0,50.0,0.0,406.31,407.95,0.0,0.8072654,409.19226,410.83228,0.7983865,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,408.6,408.6,408.6,408.6,100.0,416.38202,416.38202,416.38202,416.38202,100.0,-50.83799,157.60873,-208.44672,410.14,413.332,0.0,10.0,412.07626,415.10352,10.0,0.0,408.6,408.6,408.6,408.6,100.0,421.33752,421.33752,421.33752,421.33752,100.0,-1424.7316,-1492.6417,67.91016,410.25,417.34,0.0,8.33515,416.11722,422.29578,4.9785066,0.9138666,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-275.19772,-226.24573,-48.951996,3.0,0.9599999999999795,1.4599999999999795,2.6399999999999864,2.019999999999982,1,1,1,1
2026-06-03 13:45:00+00:00,406.29,407.27,406.25,407.27,2730.0,410.8264,410.8664,409.84637,409.84637,2730.0,50.0,50.0,0.0,406.25,407.27,0.5008962,0.0,409.84637,410.8664,0.0,0.49775705,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,408.34,408.72,406.31,406.31,11939.0,416.519,418.549,416.139,418.549,11939.0,-28.81072,132.2568,-161.06752,410.1,413.286,0.0,10.0,412.09338,415.1716,10.0,0.0,408.6,408.6,408.6,408.6,100.0,421.33752,421.33752,421.33752,421.33752,100.0,-1424.7316,-1492.6417,67.91016,410.25,417.34,0.0,8.33515,416.11722,422.29578,4.9785066,0.9138666,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-268.58954,-233.8513,-34.738235,3.0,0.8500000000000227,0.6650000000000205,1.2000000000000455,1.490000000000009,1,1,1,1
2026-06-03 13:50:00+00:00,407.335,408.15,407.335,408.12,3423.0,409.77267,409.77267,408.95767,408.98767,3423.0,50.0,50.0,0.0,407.335,408.15,0.38469076,0.014701558,408.95767,409.77267,0.014669772,0.38387644,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,408.34,408.72,406.31,406.31,11939.0,416.519,418.549,416.139,418.549,11939.0,-28.81072,132.2568,-161.06752,410.1,413.286,0.0,10.0,412.09338,415.1716,10.0,0.0,408.6,408.6,408.6,408.6,100.0,421.33752,421.33752,421.33752,421.33752,100.0,-1424.7316,-1492.6417,67.91016,410.25,417.34,0.0,8.33515,416.11722,422.29578,4.9785066,0.9138666,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-268.58954,-233.8513,-34.738235,3.0,-0.35000000000002274,0.32499999999998863,0.26499999999998636,1.1800000000000068,0,1,1,1
2026-06-03 13:55:00+00:00,408.08,408.08,407.77,407.77,141.0,409.01205,409.32205,409.01205,409.32205,141.0,50.0,50.0,0.0,407.77,408.08,0.0,0.1520465,409.01205,409.32205,0.15146878,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,408.34,408.72,406.31,406.31,11939.0,416.519,418.549,416.139,418.549,11939.0,-28.81072,132.2568,-161.06752,410.1,413.286,0.0,10.0,412.09338,415.1716,10.0,0.0,408.6,408.6,408.6,408.6,100.0,421.33752,421.33752,421.33752,421.33752,100.0,-1424.7316,-1492.6417,67.91016,410.25,417.34,0.0,8.33515,416.11722,422.29578,4.9785066,0.9138666,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-268.58954,-233.8513,-34.738235,3.0,0.16500000000002046,1.1800000000000068,0.8250000000000455,1.2200000000000273,1,1,1,1
2026-06-03 14:00:00+00:00,408.025,408.12,407.845,407.935,483.0,409.0549,409.2349,408.9599,409.1449,483.0,50.0,50.0,0.0,407.845,408.12,0.044124678,0.09070072,408.9599,409.2349,0.09043132,0.043992404,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,406.29,408.15,406.25,407.77,6294.0,418.4763,418.51627,416.61627,416.99628,6294.0,-75.53445,189.5146,-265.04904,409.94,413.24,0.0,8.915017,412.11047,415.39493,7.962839,0.0,408.34,408.72,406.25,407.77,18233.0,421.45428,423.54428,421.07428,422.0243,18233.0,-162.25166,352.6039,-514.8556,410.13,417.329,0.0,8.91579,416.15933,422.4142,5.4703455,0.36368132,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-30.110668,152.37517,-182.48584,3.0,0.5099999999999909,0.535000000000025,0.4200000000000159,0.9499999999999886,1,1,1,1
2026-06-03 14:05:00+00:00,408.055,408.56,408.045,408.445,1374.0,409.023,409.03302,408.518,408.63303,1374.0,50.0,50.0,0.0,408.045,408.56,0.1958648,0.05631113,408.518,409.03302,0.05629538,0.19577171,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,406.29,408.15,406.25,407.77,6294.0,418.4763,418.51627,416.61627,416.99628,6294.0,-75.53445,189.5146,-265.04904,409.94,413.24,0.0,8.915017,412.11047,415.39493,7.962839,0.0,408.34,408.72,406.25,407.77,18233.0,421.45428,423.54428,421.07428,422.0243,18233.0,-162.25166,352.6039,-514.8556,410.13,417.329,0.0,8.91579,416.15933,422.4142,5.4703455,0.36368132,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-30.110668,152.37517,-182.48584,3.0,0.5049999999999955,-0.060000000000002274,0.18000000000000682,0.03500000000002501,1,0,1,1
2026-06-03 14:10:00+00:00,408.595,409.01,408.595,408.95,2607.0,408.49118,408.49118,408.0762,408.1362,2607.0,50.0,50.0,0.0,407.13,408.624,0.8900844,0.0,408.50912,409.9846,0.0,0.9057735,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,406.29,408.15,406.25,407.77,6294.0,418.4763,418.51627,416.61627,416.99628,6294.0,-75.53445,189.5146,-265.04904,409.94,413.24,0.0,8.915017,412.11047,415.39493,7.962839,0.0,408.34,408.72,406.25,407.77,18233.0,421.45428,423.54428,421.07428,422.0243,18233.0,-162.25166,352.6039,-514.8556,410.13,417.329,0.0,8.91579,416.15933,422.4142,5.4703455,0.36368132,413.24,413.24,411.14,411.94,27656.0,427.697,429.79697,427.697,428.99698,27656.0,-301.1022,696.5802,-997.6824,414.244,437.408,0.0,6.741388,396.48633,428.52475,8.605591,0.0,414.1,414.285,411.14,411.94,56830.0,390.92496,393.88498,390.73996,393.08496,56830.0,-77.35266,159.00229,-236.35495,414.179,468.714,0.0,10.0,268.92282,375.02087,10.0,0.0,-30.110668,152.37517,-182.48584,3.0,-0.47999999999996135,-0.35499999999996135,-0.6200000000000045,-0.47999999999996135,0,0,0,0
